label,x,y,width,height,filename,resX,resY
Large Dim Peak,98,98,14,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,482,324,14,20,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Trough,411,0,232,195,WSe2-SL445_211119_-1.4V_100x100_Z_036.jpg,1024,1024
Large Dim Trough,428,0,227,143,WSe2-SL445_211119_-1.4V_100x100_Z_035.jpg,1024,1024
Large Bright Peak,350,232,14,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,174,145,14,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,361,323,14,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,291,352,14,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Bright Peak,464,20,14,20,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Bright Peak,272,414,14,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Bright Peak,294,429,14,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,117,265,14,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,251,158,14,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,359,145,14,20,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,356,217,14,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,168,102,14,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Bright Peak,258,448,14,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,390,410,14,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,55,240,14,21,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,224,237,14,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,427,320,14,9,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_17_1_Z.jpg,514,514
Large Bright Peak,299,37,14,10,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Bright Peak,468,124,14,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Bright Peak,8,159,14,9,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Bright Peak,221,225,14,10,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Bright Peak,273,375,14,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,330,222,14,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,68,309,14,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Small Bright Trough,398,462,14,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Bright Peak,212,242,14,10,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Bright Peak,0,174,14,9,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Bright Peak,221,282,14,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,244,166,14,9,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,142,4,14,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,219,0,14,10,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,110,263,14,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,173,259,14,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Small Bright Trough,313,78,14,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Bright Peak,382,384,14,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Bright Peak,140,308,14,10,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Bright Peak,190,305,14,11,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,371,418,14,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,229,415,14,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,108,489,14,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,295,264,14,11,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Small Bright Trough,190,107,14,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Small Bright Trough,209,13,14,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Small Bright Trough,378,199,14,18,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Large Dim Peak,262,215,14,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,425,428,14,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,231,502,14,12,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,133,436,14,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,85,295,14,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Small Bright Trough,190,94,14,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Small Bright Trough,414,121,14,11,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,262,197,14,11,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_6_Z.jpg,514,514
Large Dim Peak,271,276,14,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_6_Z.jpg,514,514
Large Bright Peak,126,269,14,11,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_27_1_Z.jpg,514,514
Large Bright Trough,0,100,14,15,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Small Dim Trough,794,0,49,23,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Large Bright Peak,464,173,14,20,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Small Bright Trough,161,28,15,14,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,74,28,15,16,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,457,277,15,15,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,99,35,15,14,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,392,296,15,15,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,497,40,15,58,WSe2-SL445_211118_-1.4V_30x30_Z_018.jpg,512,512
Large Bright Trough,394,100,15,14,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Trough,354,389,15,13,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Trough,182,458,15,14,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Peak,45,167,15,6,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Peak,235,373,15,7,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Dim Peak,66,362,15,10,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Peak,437,107,15,18,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,326,179,15,14,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,32,176,15,8,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,3,173,15,10,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,89,320,15,11,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,283,453,15,9,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,461,378,15,18,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,407,318,15,13,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,18,351,15,13,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Trough,24,218,15,8,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,381,331,15,10,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Large Bright Peak,324,293,15,13,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Large Bright Peak,208,126,15,16,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Large Bright Peak,390,198,15,14,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Large Bright Peak,268,400,15,11,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_10_Z.jpg,514,514
Large Bright Peak,279,389,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_11_Z.jpg,514,514
Large Bright Peak,380,217,15,18,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_8_Z.jpg,514,514
Large Bright Peak,302,49,15,19,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_7_Z.jpg,514,514
Large Bright Peak,247,420,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_3_Z.jpg,514,514
Large Bright Peak,348,254,15,13,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_1_Z.jpg,514,514
Large Bright Peak,303,55,15,16,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_9_Z.jpg,514,514
Large Bright Peak,386,215,15,19,WSe2_1 to 5 ratio_SL333_No Wool_201029_1V_250X250_12_9_Z.jpg,514,514
Large Bright Peak,185,10,15,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Bright Peak,244,239,15,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Bright Peak,312,377,15,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Bright Peak,275,67,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Bright Peak,452,99,15,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,282,196,15,19,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,262,406,15,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,289,446,15,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,282,471,15,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,392,416,15,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Large Dim Peak,356,479,15,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_4_Z.jpg,514,514
Small Dim Trough,826,122,46,41,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Large Bright Peak,188,14,15,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Bright Peak,304,403,15,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,453,200,15,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,463,26,15,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,243,22,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,357,158,15,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,224,239,15,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,103,363,15,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,16,369,15,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,87,209,15,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,62,190,15,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,110,139,15,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,53,67,15,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,314,320,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Dim Peak,312,377,15,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_3_Z.jpg,514,514
Large Bright Peak,195,83,15,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,374,171,15,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,282,474,15,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,287,446,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,111,286,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,311,322,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,246,240,15,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,225,240,15,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,268,169,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,44,263,15,18,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,408,150,15,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Dim Peak,313,433,15,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_2_Z.jpg,514,514
Large Bright Peak,291,308,15,16,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Bright Peak,301,8,15,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Bright Peak,201,78,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Bright Peak,190,17,15,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,411,383,15,22,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,313,368,15,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,69,184,15,8,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,458,189,15,15,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_1_Z.jpg,514,514
Large Dim Peak,310,315,15,11,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,427,77,15,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Dim Peak,137,477,15,23,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_6_Z.jpg,514,514
Large Bright Peak,310,377,15,13,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Bright Peak,372,165,15,14,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Bright Peak,487,206,15,17,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,412,339,15,10,WSe2_1 to 5 ratio_SL333_No Wool_201108_1V_500x500_4_5_Z.jpg,514,514
Large Dim Peak,196,294,15,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_17_1_Z.jpg,514,514
Large Dim Peak,44,299,15,10,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_17_1_Z.jpg,514,514
Large Bright Peak,227,209,15,10,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Bright Peak,425,344,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Bright Peak,316,166,15,11,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,158,294,15,18,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,275,293,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Small Bright Trough,428,447,15,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Small Bright Trough,28,271,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Small Dim Trough,0,358,15,23,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_3_Z.jpg,514,514
Large Dim Peak,367,180,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,54,163,15,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,173,14,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,148,310,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,248,123,15,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,250,65,15,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,68,368,15,10,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Dim Peak,405,391,15,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Small Dim Trough,487,10,15,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_2_Z.jpg,514,514
Large Bright Peak,90,287,15,11,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,436,329,15,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,267,468,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,155,33,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,204,17,15,11,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Dim Peak,143,283,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Small Dim Trough,470,31,15,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Small Dim Trough,321,17,15,11,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_14_1_Z.jpg,514,514
Large Bright Peak,75,0,15,12,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Large Dim Peak,445,291,15,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Large Dim Peak,478,239,15,14,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Large Dim Peak,488,370,15,18,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Large Dim Peak,45,322,15,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_2_Z.jpg,514,514
Large Dim Peak,482,270,15,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,232,258,15,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,373,285,15,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Small Bright Trough,377,184,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Dim Peak,379,51,15,15,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_1000x1000_7_1_Z.jpg,514,514
Large Bright Peak,77,21,15,8,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_6_Z.jpg,514,514
Large Bright Peak,347,81,15,8,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_6_2_Z.jpg,514,514
Small Bright Trough,61,432,15,16,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_27_1_Z.jpg,514,514
Large Bright Peak,59,233,15,17,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_27_1_Z.jpg,514,514
Large Bright Peak,50,227,15,13,WSe2_1 to 100 ratio_SL410_No Wool_210205_1V_500x500_27_1_Z.jpg,514,514
Large Bright Peak,437,17,15,15,WSe2_1 to 25 ratio_SL337_No Wool_201118_1V_500x500_6_1_Z.jpg,514,514
Small Bright Trough,6,84,16,17,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,39,15,16,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,465,347,16,16,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,69,259,16,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Large Bright Trough,406,244,16,17,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Peak,349,41,16,15,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Peak,226,123,16,15,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Dim Peak,164,383,16,13,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Dim Peak,31,338,16,14,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_3_Z.jpg,514,514
Large Bright Peak,447,49,16,15,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,423,144,16,15,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,414,188,16,16,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,304,268,16,17,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,162,376,16,14,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,216,381,16,13,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Peak,109,472,16,17,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_2_Z.jpg,514,514
Large Bright Trough,231,460,16,11,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Small Dim Trough,417,215,46,38,WSe2-SL445_211119_-1.4V_100x100_Z_037.jpg,1024,1024
Large Bright Peak,418,121,16,11,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
Large Bright Peak,318,64,16,13,WSe2_1 to 100 ratio_SL300_No Wool_200901_1V_500x500_16_1_Z.jpg,514,514
